Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course Delivery Mode,FREE TAFE
ENG,Holmesglen Institute,Melbourne,CELTA,"English, Education and Teacher Training",NoIntFee,"3,382.50",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-language-teacher-training/CELTA,English,D,The Certificate of English Language Teaching to Speakers of Other Languages (CELTA) is an internationally recognised pre-service qualification that prepares you to teach English in Australia or overseas. The certificate is a University of Cambridge qualification delivered by Holmesglen.,None,Australia,No,Yes,No,Yes,No,,Normal,No
ENG,Holmesglen Institute,Melbourne,CELTA,"English, Education and Teacher Training",NoIntFee,"3,382.50",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-language-teacher-training/CELTA,English,D,The Certificate of English Language Teaching to Speakers of Other Languages (CELTA) is an internationally recognised pre-service qualification that prepares you to teach English in Australia or overseas. The certificate is a University of Cambridge qualification delivered by Holmesglen.,None,Australia,No,Yes,No,Yes,No,,Normal,No
CERT,Holmesglen Institute,Melbourne,Victorian Certificate of Applied Learning (Foundation),"English, Education and Teacher Training",NoIntFee,"1,414.50",AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/VCAL/Victorian-Certificate-of-Applied-Learning-Foundation,English,D,The Holmesglen Vocational College offers a 12-month VCAL Foundation program to young people who recognise their learning style is suited to vocational education and hands-on teaching.,VCAL intermediate or VCEApprenticeships or traineeships (school-based or full time)Certificate II VET CourseEmployment,Australia,No,Yes,No,Yes,No,,Normal,No
CERT,Holmesglen Institute,Melbourne,Victorian Certificate of Applied Learning (Foundation),"English, Education and Teacher Training",NoIntFee,"1,850.00",AUD,Years,36.0,Weeks,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/VCAL/Victorian-Certificate-of-Applied-Learning-Foundation-VCAL-with-additional-support,English,D,"This Victorian Certificate of Applied Learning (VCAL) Foundation course is ideal for 16-19 year olds looking to develop work, literacy and numeracy skills, as well as personal development and industry-specific skills.",Open or supported employment opportunitiesTraineeships and apprenticeships.,Australia,No,Yes,No,Yes,No,,Normal,No
CERT,Holmesglen Institute,Melbourne,Victorian Certificate of Applied Learning (Intermediate),"English, Education and Teacher Training",NoIntFee,"2,773.65",AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/VCAL/Victorian-Certificate-of-Applied-Learning-Intermediate-Year-11,English,D,"Holmesglen Vocational College offers a 12-month VCAL Intermediate program for 16-17 year olds, focused on developing your employability skills in a supported vocational setting, using hands-on learning to ensure new skills and knowledge is learned in a way that will enable you apply these skills to real-life situations, while preparing you for VCAL Senior (Year 12).",Apprenticeships or traineeships (school-based or full time),Australia,No,Yes,No,Yes,No,,Normal,No
CERT,Holmesglen Institute,Melbourne,Victorian Certificate of Applied Learning (Intermediate),"English, Education and Teacher Training",NoIntFee,"2,773.65",AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/VCAL/Victorian-Certificate-of-Applied-Learning-Intermediate-Year-11,English,D,"Holmesglen Vocational College offers a 12-month VCAL Intermediate program for 16-17 year olds, focused on developing your employability skills in a supported vocational setting, using hands-on learning to ensure new skills and knowledge is learned in a way that will enable you apply these skills to real-life situations, while preparing you for VCAL Senior (Year 12).",Apprenticeships or traineeships (school-based or full time),Australia,No,Yes,No,Yes,No,,Normal,No
CERT,Holmesglen Institute,Melbourne,Victorian Certificate of Applied Learning (Senior),"English, Education and Teacher Training",NoIntFee,"2,700.00",AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/VCAL/Victorian-Certificate-of-Applied-Learning-Senior-Fast-track,English,D,"Holmesglen Vocational College offers a six-month fast-track VCAL Senior Year 12 for mature 17-19 year olds who are looking to go onto study immediately after this program. It is for students who have successfully completed VCAL intermediate with Holmesglen Vocational college, or for a student who has already successfully completed VET units and has enough (required) VCAL credits from previous study to contribute to their eligibility for a VCAL Senior certificate.","Entry level positions, potentially within the hospitality or retail industry, in addition to the industry specific streams that you have studied.",Australia,No,Yes,No,Yes,No,,Normal,No
CERT,Holmesglen Institute,Melbourne,Victorian Certificate of Applied Learning (Senior),"English, Education and Teacher Training",NoIntFee,"2,700.00",AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/VCAL/Victorian-Certificate-of-Applied-Learning-Senior-Year-12,English,D,"Holmesglen Vocational College offers VCAL Senior to young people who recognise their career path is suited to vocational education and a hands-on teaching and learning style, in an adult learning environment.","Entry level positions, potentially within the hospitality or retail industry, in addition to the industry specific streams that you have studied.",Australia,No,Yes,No,Yes,No,,Normal,No
CERT,Holmesglen Institute,Melbourne,Victorian Certificate of Applied Learning (Senior),"English, Education and Teacher Training",NoIntFee,"2,700.00",AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/VCAL/Victorian-Certificate-of-Applied-Learning-Senior-Year-12,English,D,"Holmesglen Vocational College offers VCAL Senior to young people who recognise their career path is suited to vocational education and a hands-on teaching and learning style, in an adult learning environment.","Entry level positions, potentially within the hospitality or retail industry, in addition to the industry specific streams that you have studied.",Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Patisserie,"Hospitality, Tourism and Events",NoIntFee,"9,453.00",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Bakery-and-Pastry/Certificate-III-in-Patisserie-Non-apprenticeship,English,D,"The Certificate III in Patisserie is the essential course for starting a career as a pastry chef/pattisier. You’ll receive specialist training and industry engagement to teach you about desserts, gateaux, pastries and petit fours as well as food safety and special dietary requirements, setting you on a path to a career in patisserie.",pastry chefpatissier,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Patisserie,"Hospitality, Tourism and Events",NoIntFee,"9,453.00",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Bakery-and-Pastry/Certificate-III-in-Patisserie-Non-apprenticeship,English,D,"The Certificate III in Patisserie is the essential course for starting a career as a pastry chef/pattisier. You’ll receive specialist training and industry engagement to teach you about desserts, gateaux, pastries and petit fours as well as food safety and special dietary requirements, setting you on a path to a career in patisserie.",pastry chefpatissier,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Patisserie,"Hospitality, Tourism and Events","15,600","13,462.40",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Bakery-and-Pastry/Certificate-IV-in-Patisserie,English,A,"The Certificate IV in Patisserie provides the skills and knowledge for you to become a qualified cook specialising in patisserie, and looking for a team leading or supervisory role.",Chef de partieChef patisseriehead pastry chef,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Workplace,Certificate III in Commercial Cookery,"Hospitality, Tourism and Events",NoIntFee,518,AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Cookery/Certificate-III-in-Commercial-Cookery-Apprenticeship,English,D,"The Certificate III in Commercial Cookery is designed for those wishing to undertake a workplace apprenticeship, where training and assessment is delivered in industry by a qualified assessor.",commercial cookchef,Australia,No,Yes,No,Yes,No,,Apprenticeship,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Commercial Cookery,"Hospitality, Tourism and Events",NoIntFee,"12,669.25",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Cookery/Certificate-III-in-Commercial-Cookery-Multiskilling,English,D,"This Certificate III in Commercial Cookery will create a multi-skilled graduate with the confidence, skills and ability to work professionally across a wide range of venues within the hospitality industry. The program contains a 10-week practical placement, designed to help students transition into employment.",commercial cook,Australia,No,Yes,No,Yes,No,,Normal,Yes
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Commercial Cookery,"Hospitality, Tourism and Events",NoIntFee,"12,669.25",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Cookery/Certificate-III-in-Commercial-Cookery-Non-apprenticeship,English,D,The Certificate III in Commercial Cookery is a blend of practical and classroom-based delivery that is conducted in Holmesglen's simulated commercial training kitchens.,Commercial CookChef,Australia,No,Yes,No,Yes,No,,Normal,Yes
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Commercial Cookery,"Hospitality, Tourism and Events",NoIntFee,"12,669.25",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Cookery/Certificate-III-in-Commercial-Cookery-Non-apprenticeship,English,D,The Certificate III in Commercial Cookery is a blend of practical and classroom-based delivery that is conducted in Holmesglen's simulated commercial training kitchens.,Commercial CookChef,Australia,No,Yes,No,Yes,No,,Normal,Yes
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Commercial Cookery,"Hospitality, Tourism and Events","15,600","14,449.50",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Cookery/Certificate-IV-in-Commercial-Cookery,English,A,The Certificate IV in Commercial Cookery gives you the skills and knowledge to become a qualified cook in a team leading or supervisory role in the kitchen.,ChefChef de partie,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Events,"Hospitality, Tourism and Events",NoIntFee,NoLocalFee,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Events/Certificate-III-in-Events-VET-Delivered-to-Secondary-School-Students,English,D,"This Certificate III in Events provides secondary school students with entry-level training for the events industry, and the skills and knowledge required to work as either an events coordinator or continue to study at a higher level.",conference assistantevent administrative assistantevent assistantevent operations assistantexhibitions assistantin-house meetings assistantjunior event coordinatorlogistics assistantmeetings assistant,Australia,No,Yes,No,Yes,No,,Traineeship,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Events,"Hospitality, Tourism and Events",NoIntFee,NoLocalFee,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Events/Certificate-III-in-Events-VET-Delivered-to-Secondary-School-Students,English,D,"This Certificate III in Events provides secondary school students with entry-level training for the events industry, and the skills and knowledge required to work as either an events coordinator or continue to study at a higher level.",conference assistantevent administrative assistantevent assistantevent operations assistantexhibitions assistantin-house meetings assistantjunior event coordinatorlogistics assistantmeetings assistant,Australia,No,Yes,No,Yes,No,,Traineeship,No
DIP,Holmesglen Institute,Melbourne,Diploma of Event Management,"Hospitality, Tourism and Events",NoIntFee,NoLocalFee,AUD,Years,11.0,Months,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Events/Diploma-of-Event-Management-Professional-Program,English,D,"The Diploma of Event Management - Professional Program is delivered as a flexible, student-focused night course which includes a blend of classroom activities and online study.",conference coordinatorevent or exhibition coordinatorevent or exhibition plannerevent sales coordinatorfunction coordinatorin-house meetings coordinatormeetings coordinatorstaging coordinatorvenue coordinator.,Australia,No,Yes,No,Yes,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Event Management,"Hospitality, Tourism and Events",No int,NoLocalFee,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Events/Diploma-of-Event-Management-with-Certificate-III-in-Live-Production-and-Services-CUA30415,English,A,"The Diploma of Event Management is a dual qualification with the Certificate III in Live Production and Services. This multi-award winning course has been developed with a strong focus on multi-skilling our graduates to work across this broad industry in live events, including the quickly evolving virtual and hybrid events formats of today.",community and music festivals coordinator/managervenue and venue services coordinator/managerconcerts and touring productions coordinator/managerprofessional conference organiserevent contractor and supply company employeefundraising manager (events) in not for profit organisationsevent sales coordinator,Australia,No,Yes,No,Yes,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Event Management,"Hospitality, Tourism and Events",No int,NoLocalFee,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Events/Diploma-of-Event-Management-with-Certificate-III-in-Live-Production-and-Services-CUA30415,English,A,"The Diploma of Event Management is a dual qualification with the Certificate III in Live Production and Services. This multi-award winning course has been developed with a strong focus on multi-skilling our graduates to work across this broad industry in live events, including the quickly evolving virtual and hybrid events formats of today.",community and music festivals coordinator/managervenue and venue services coordinator/managerconcerts and touring productions coordinator/managerprofessional conference organiserevent contractor and supply company employeefundraising manager (events) in not for profit organisationsevent sales coordinator,Australia,No,Yes,No,Yes,No,,Normal,No
CERTII,Holmesglen Institute,Melbourne,Certificate II in Hospitality,"Hospitality, Tourism and Events",NoIntFee,NoLocalFee,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Certificate-II-in-Hospitality-VET-Delivered-to-Secondary-Students,English,D,Take the first steps into hospitality during your final year of school – with the Certificate II in Hospitality.,baristafood and beverage attendantkitchen handapprentice chef,Australia,No,Yes,No,Yes,No,,Traineeship,No
CERTII,Holmesglen Institute,Melbourne,Certificate II in Hospitality,"Hospitality, Tourism and Events",NoIntFee,NoLocalFee,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Certificate-II-in-Hospitality-VET-Delivered-to-Secondary-Students,English,D,Take the first steps into hospitality during your final year of school – with the Certificate II in Hospitality.,baristafood and beverage attendantkitchen handapprentice chef,Australia,No,Yes,No,Yes,No,,Traineeship,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Hospitality,"Hospitality, Tourism and Events",NoIntFee,"2,560.20",AUD,Years,9.0,Months,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Certificate-III-in-Hospitality,English,D,"The Certificate III in Hospitality will give you the skills and knowledge to become a food and beverage attendant or work behind a bar with the view to becoming a team leader or gaining supervisory roles in restaurants, hotels, gaming venues.",espresso coffee machine operatorfood and beverage attendantfront desk receptionistfront office assistantfunction attendantfunction hostgaming attendantguest service agenthousekeeperrestaurant hostsenior bar attendantwaiter,Australia,No,Yes,No,Yes,No,,Normal,Yes
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Hospitality,"Hospitality, Tourism and Events",NoIntFee,"2,560.20",AUD,Years,9.0,Months,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Certificate-III-in-Hospitality,English,D,"The Certificate III in Hospitality will give you the skills and knowledge to become a food and beverage attendant or work behind a bar with the view to becoming a team leader or gaining supervisory roles in restaurants, hotels, gaming venues.",espresso coffee machine operatorfood and beverage attendantfront desk receptionistfront office assistantfunction attendantfunction hostgaming attendantguest service agenthousekeeperrestaurant hostsenior bar attendantwaiter,Australia,No,Yes,No,Yes,No,,Normal,Yes
CERTIII,Holmesglen Institute,Workplace,Certificate III in Hospitality,"Hospitality, Tourism and Events",NoIntFee,NoLocalFee,AUD,Years,18.0,Months,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Certificate-III-in-Hospitality-Traineeship,English,D,"The Certificate III in Hospitality traineeship will give you the skills and knowledge to become a food and beverage attendant or work behind a bar, in organisations such as restaurants, hotels, motels, clubs, pubs, cafés, and coffee shops.",espresso coffee machine operatorfood and beverage attendantfront desk receptionistfront office assistantfunction attendantfunction hostgaming attendantguest service agenthousekeeperrestaurant hostsenior bar attendantwaiter,Australia,No,Yes,No,Yes,No,,Traineeship,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Hospitality,"Hospitality, Tourism and Events",NoIntFee,"9,562.95",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Certificate-IV-in-Hospitality,English,D,The Certificate IV in Hospitality gives you the skills and knowledge to become a food and beverage attendant or work behind a bar with the view to becoming a team leader or gaining supervisory role in a restaurant/hotel/venue.,bar supervisor or team leaderconciergeduty managerfood and beverage supervisor or team leaderfront office supervisor or team leaderhousekeeping supervisor or team leadergaming supervisor or team leadershift manager,Australia,No,Yes,No,Yes,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Hospitality Management,"Hospitality, Tourism and Events","14,600","14,470.80",AUD,Years,18.0,Months,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Diploma-of-Hospitality-Management,English,A,"If you are seeking a management position within the hospitality industry, this hands-on Diploma of Hospitality Management gives you the training and development you need for your future career.",banquet or function managerbar managercafé managerchef de cuisine (cookery pathway)chef patissier (patisserie pathway)club managerexecutive housekeeperfront office managergaming managerkitchen manager (cookery / patisserie pathway)motel managerrestaurant managersous chef (cookery pathway)unit manager catering operations (cookery pathway),Australia,No,Yes,No,Yes,No,,Normal,No
ADIP,Holmesglen Institute,Melbourne,Advanced Diploma of Hospitality Management,"Hospitality, Tourism and Events","14,600","19,562.40",AUD,Years,2.0,Years,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Advanced-Diploma-of-Hospitality-Management,English,A,The Advanced Diploma of Hospitality Management provides training in the skills and knowledge required by people seeking management positions and a career within the broader hospitality industry.,Area manager or operations managerCafé owner or managerClub secretary or managerExecutive chefExecutive housekeeperExecutive sous chefFood and beverage managerHead chefMotel owner or managerRooms division manager,Australia,No,Yes,No,Yes,No,,Normal,No
BA,Holmesglen Institute,Melbourne,Bachelor of Hospitality Management,"Hospitality, Tourism and Events","15,900","12,771.85",AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,,6.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Bachelor-of-Hospitality-Management,English,A,"Holmesglen's Bachelor of Hospitality Management (BHM) is a three-year degree for those aspiring to a career in hospitality management. The course provides operational and higher level management skills, contextualised for hospitality.","Opportunities exist within hotels across a range of roles such as front and back-of-house, rooms division, functions/events, sales/marketing or finance.",Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Tourism,"Hospitality, Tourism and Events",NoIntFee,"4,182.90",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Certificate-III-in-Tourism-Travel-Agency-Stream,English,D,"The Certificate III in Tourism (travel agency stream) will give you the minimum skills and knowledge needed to begin your career in travel and tourism, a fast-growing, dynamic industry.",adventure tourism guidebooking agentsales consultanttour coordinatortravel consultant,Australia,No,Yes,No,Yes,No,,Normal,Yes
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Tourism,"Hospitality, Tourism and Events",NoIntFee,"4,182.90",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Certificate-III-in-Tourism-Travel-Agency-Stream,English,D,"The Certificate III in Tourism (travel agency stream) will give you the minimum skills and knowledge needed to begin your career in travel and tourism, a fast-growing, dynamic industry.",adventure tourism guidebooking agentsales consultanttour coordinatortravel consultant,Australia,No,Yes,No,Yes,No,,Normal,Yes
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Tourism,"Hospitality, Tourism and Events",NoIntFee,NoLocalFee,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Certificate-III-in-Tourism-VET-Delivered-to-Secondary-School-Students,English,D,"The Certificate III in Tourism (travel agency stream) gives secondary school students a basic grounding for a career in travel and tourism, a fast-growing, dynamic industry.",travel consultantreservation sales agenttheme park attendanttour guide,Australia,No,Yes,No,Yes,No,,Traineeship,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Tourism,"Hospitality, Tourism and Events",NoIntFee,NoLocalFee,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Certificate-III-in-Tourism-VET-Delivered-to-Secondary-School-Students,English,D,"The Certificate III in Tourism (travel agency stream) gives secondary school students a basic grounding for a career in travel and tourism, a fast-growing, dynamic industry.",travel consultantreservation sales agenttheme park attendanttour guide,Australia,No,Yes,No,Yes,No,,Traineeship,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Travel,"Hospitality, Tourism and Events",NoIntFee,"4,298.70",AUD,Years,1.0,Year,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Certificate-III-in-Travel,English,D,"If you would like to work in a fast growing, dynamic industry or are considering a career change, the Certificate III in Travel could be for you.",travel consultant,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Guiding,"Hospitality, Tourism and Events",NoIntFee,"3,603.75",AUD,Years,10.0,Months,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Certificate-IV-in-Guiding,English,D,The Certificate IV in Guiding is ideal for those with a passion for the outdoors and a sense of adventure.,cultural guideheritage guideinterpretive guidenature-based guidetour directortour guidetour managerwalking guide,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIV,Holmesglen Institute,Online,Certificate IV in Travel and Tourism,"Hospitality, Tourism and Events",NoIntFee,"5,372.25",AUD,Years,7.0,Months,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Certificate-IV-in-Travel-and-Tourism-Online,English,D,"In 25 weeks, our Certificate IV in Travel and Tourism, delivered remotely in a virtual classroom, will give you the knowledge and skills you require to apply for employment in a range of travel and tourism roles.",travel agenciestour wholesalerstour operatorsinbound tour operatorstourist attractionsvisitor information centres,Australia,Yes,No,Yes,No,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Travel and Tourism Management,"Hospitality, Tourism and Events",No int,NoLocalFee,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Diploma-of-Travel-and-Tourism-Management-with-Diploma-of-Holiday-Park-and-Resort-Management-SIT50216,English,A,"If travel is one of your passions in life, the Diploma of Travel and Tourism Management, together with the Diploma of Holiday Park and Resort Management, will introduce you to the wide variety of career choices that are available in this exciting global industry.",travel agency managerincentive travel managertour operations managerinbound groups managerproduct development managerreservations managervisitor information centre manager.,Australia,No,Yes,No,Yes,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Travel and Tourism Management,"Hospitality, Tourism and Events",No int,NoLocalFee,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Diploma-of-Travel-and-Tourism-Management-with-Diploma-of-Holiday-Park-and-Resort-Management-SIT50216,English,A,"If travel is one of your passions in life, the Diploma of Travel and Tourism Management, together with the Diploma of Holiday Park and Resort Management, will introduce you to the wide variety of career choices that are available in this exciting global industry.",travel agency managerincentive travel managertour operations managerinbound groups managerproduct development managerreservations managervisitor information centre manager.,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Animal Studies,Horticulture and Environment,NoIntFee,"6,792.00",AUD,Years,1.0,Year,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Animal-Studies/Certificate-III-in-Animal-Studies,English,D,"Transform your love for animals into a rewarding career with the Certificate III in Animal Studies. You'll learn about the basic care of domestic animals, with a specific focus on dogs and cats.",animal care receptionist and support officeranimal control and regulation assistantanimal health officer on indigenous communitiesanimal shelter assistantassistant animal welfare officer,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Conservation and Land Management,Horticulture and Environment,NoIntFee,"5,673.00",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Conservation-and-Land-Management/Certificate-IV-in-Conservation-and-Land-Management,English,D,"The Certificate IV in Conservation and Land Management will give you experience in planning and implementing a range of conservation and land management projects including mapping and biodiversity projects, inspection and monitoring cultural places, re-vegetation projects, plant identification, pest plant and animal management, developing interpretive activities, fauna management, and flora and fauna identification.",Senior conservation worker shire/council natural reserves ranger/officerGreen Army supervisor bushland crew worker or team leader environmental officer or contractor Land-care officer interpretation officer,Australia,No,Yes,No,Yes,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Conservation and Land Management,Horticulture and Environment,"13,800","15,795.00",AUD,Years,18.0,Months,Yes,Yes,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Conservation-and-Land-Management/Diploma-of-Conservation-and-Land-Management,English,A,"The Diploma of Conservation and Land Management provides you with a thorough understanding of environmental science, its specialised skills, and knowledge in general land management.",seasonal park officernursery workerre-vegetation crewLandcare workerpark rangerenvironmental officer,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Floristry,Horticulture and Environment,"13,300","5,610.00",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Floristry/Certificate-III-in-Floristry,English,A,"When you study the Certificate III in Floristry, your skills will be put to use to celebrate some of your customers' most important life experiences.",retail florist (senior/manager)studio florist in-house florist floral designer event florist (weddings and corporate),Australia,No,Yes,No,Yes,No,,Normal,No
CERTII,Holmesglen Institute,Melbourne,Certificate II in Horticulture,Horticulture and Environment,NoIntFee,"5,522.50",AUD,Years,13.0,Weeks,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-II-in-Horticulture-Pre-apprenticeship,English,D,The Certificate II in Horticulture has been developed for those looking for an introduction to the horticulture industry.,horticulture workerhorticulture assistant,Australia,No,Yes,No,Yes,No,,Pre-apprenticeship,Yes
